# 02805 shared playground — week 4 release (frozen snapshot, 2026-09-15)
# Philosophers on English Wikipedia, born before 1900: everyone in the seven lists
# 'List of philosophers born in the centuries BC' ... 'born in the 19th century'
# (redirects resolved). 1444 philosophers. era = the list they appear in;
# subfields = any of Wikipedia's subfield lists they are also on. node_id matches
# week4_philosophers_edges.tsv.
node_id	name	wikidata_id	url	era	subfields	description
D._V._Gundappa	D. V. Gundappa	Q5203844	https://en.wikipedia.org/wiki/D._V._Gundappa	19th century		Devanahalli Venkataramanaiah Gundappa, popularly known as DVG, was an Indian writer, poet and philosopher in Kannada-language.
Dai_Zhen	Dai Zhen	Q714369	https://en.wikipedia.org/wiki/Dai_Zhen	18th century		Dai Zhen, courtesy name Shenxiu, art name Dongyuan, was a Chinese philosopher of the Qing dynasty.
Damaris_Cudworth_Masham	Damaris Cudworth Masham	Q2332520	https://en.wikipedia.org/wiki/Damaris_Cudworth_Masham	17th century		Damaris Cudworth, Lady Masham was an English writer, philosopher, theologian, and advocate for women's education who is often characterized as a proto-feminist.
Damascius	Damascius	Q315360	https://en.wikipedia.org/wiki/Damascius	1st through 10th centuries	metaphysicians	Damascius was the last scholarch of the Neoplatonic Athenian school.
Dandamis	Dandamis	Q5215660	https://en.wikipedia.org/wiki/Dandamis	centuries BC		Dandamis was a philosopher, swami and gymnosophist whom Alexander encountered in the woods near Taxila, when he invaded India in 4th century B.C.
Daniel_Raymond	Daniel Raymond	Q5218548	https://en.wikipedia.org/wiki/Daniel_Raymond	18th century		Daniel Raymond was an early political economist in the United States whose influence shaped the American school of political economy.
Dante_Alighieri	Dante Alighieri	Q1067	https://en.wikipedia.org/wiki/Dante_Alighieri	11th through 14th centuries		Dante Alighieri, widely known mononymously as Dante, was an Italian poet, writer, and philosopher.
David_Baumgardt	David Baumgardt	Q18162731	https://en.wikipedia.org/wiki/David_Baumgardt	19th century		David Baumgardt was an early 20th-century German Jewish philosopher in the field of philosophical history.
David_Brewster	David Brewster	Q168468	https://en.wikipedia.org/wiki/David_Brewster	18th century		Sir David Brewster was a British scientist, inventor, author, and academic administrator.
David_Fordyce	David Fordyce	Q3017907	https://en.wikipedia.org/wiki/David_Fordyce	18th century		David Fordyce was a Scottish philosopher, a contributor to the Scottish Enlightenment.
David_Hartley_(philosopher)	David Hartley (philosopher)	Q379902	https://en.wikipedia.org/wiki/David_Hartley_(philosopher)	18th century		David Hartley was an English philosopher and founder of the Associationist school of psychology.
David_Hilbert	David Hilbert	Q41585	https://en.wikipedia.org/wiki/David_Hilbert	19th century	logicians	David Hilbert was a German mathematician and philosopher of mathematics and one of the most influential mathematicians of all time.
David_Hume	David Hume	Q37160	https://en.wikipedia.org/wiki/David_Hume	18th century	aestheticians, epistemologists, ethicists, social and political philosophers	David Hume was a Scottish philosopher, historian, economist and essayist who is known for his highly influential system of empiricism, philosophical scepticism and metaphysical naturalism.
David_Ramsay_Hay	David Ramsay Hay	Q5234828	https://en.wikipedia.org/wiki/David_Ramsay_Hay	18th century		David Ramsay Hay was a Scottish artist, interior decorator and colour theorist.
David_Ricardo	David Ricardo	Q160270	https://en.wikipedia.org/wiki/David_Ricardo	18th century		David Ricardo was a British economist and politician.
David_Strauss	David Strauss	Q57219	https://en.wikipedia.org/wiki/David_Strauss	19th century	ethicists	David Friedrich Strauss was a German liberal Protestant theologian and writer who influenced Christian Europe with his portrayal of the "historical Jesus", whose divine nature he explored via myth.
David_ibn_Merwan_al-Mukkamas	David ibn Merwan al-Mukkamas	Q1177397	https://en.wikipedia.org/wiki/David_ibn_Merwan_al-Mukkamas	1st through 10th centuries		David Abu Sulayman ibn Marwan al-Muqqamaṣ al-Raqqi was a philosopher and controversialist, the author of an early Jewish philosophical work of the Middle Ages.
David_of_Dinant	David of Dinant	Q1244262	https://en.wikipedia.org/wiki/David_of_Dinant	11th through 14th centuries		David of Dinant was a pantheistic philosopher.
David_the_Invincible	David the Invincible	Q1173486	https://en.wikipedia.org/wiki/David_the_Invincible	1st through 10th centuries		David the Invincible or David the Philosopher was a Neoplatonic philosopher of the 6th century.
Dawud_al-Zahiri	Dawud al-Zahiri	Q3196955	https://en.wikipedia.org/wiki/Dawud_al-Zahiri	1st through 10th centuries		Dāwūd ibn ʿAlī ibn Khalaf al-Ẓāhirī was a Persian Sunnī Muslim scholar, jurist, and theologian during the Islamic Golden Age, specialized in the study of Islamic law and the fields of hermeneutics, biographical evaluation, and historiography of early Islam.
Debendranath_Tagore	Debendranath Tagore	Q3020852	https://en.wikipedia.org/wiki/Debendranath_Tagore	19th century		Debendranath Tagore was an Indian philosopher and religious reformer, active in the Brahmo Samaj.
Demetrius_the_Cynic	Demetrius the Cynic	Q742345	https://en.wikipedia.org/wiki/Demetrius_the_Cynic	1st through 10th centuries		Demetrius, a Cynic philosopher from Corinth, who lived in Rome during the reigns of Caligula, Nero and Vespasian.
Democritus	Democritus	Q41980	https://en.wikipedia.org/wiki/Democritus	centuries BC	epistemologists, metaphysicians, social and political philosophers	Democritus was a pre-Socratic Greek philosopher from Abdera, primarily remembered today for his formulation of an atomic theory of the universe.
Deng_Xi	Deng Xi	Q2495593	https://en.wikipedia.org/wiki/Deng_Xi	centuries BC		Deng Xi was a Chinese philosopher and rhetorician associated with the School of Names.
Denis_Diderot	Denis Diderot	Q448	https://en.wikipedia.org/wiki/Denis_Diderot	18th century		Denis Diderot (; French: [dəni didʁo]; 5 October 1713 – 31 July 1784) was a French philosopher, art critic, and writer, best known for serving as co-founder, chief editor, and contributor to the Encyclopédie along with Jean le Rond d'Alembert.
Denis_the_Carthusian	Denis the Carthusian	Q690346	https://en.wikipedia.org/wiki/Denis_the_Carthusian	15th and 16th centuries		Denis the Carthusian, also known as Denys van Leeuwen, Denis Ryckel, Dionysius van Rijkel, Dionysius Carthusianus, Denys le Chartreux, was a Roman Catholic theologian and mystic.
Dharmakirti	Dharmakirti	Q457990	https://en.wikipedia.org/wiki/Dharmakirti	1st through 10th centuries	logicians	Dharmakīrti was an influential Indian Buddhist philosopher who worked at Nālandā.
Diagoras_of_Melos	Diagoras of Melos	Q353264	https://en.wikipedia.org/wiki/Diagoras_of_Melos	centuries BC		Diagoras of Melos or Diagoras "the Atheist" was a Greek poet and sophist of the 5th century BC.
Dietrich_von_Hildebrand	Dietrich von Hildebrand	Q14678	https://en.wikipedia.org/wiki/Dietrich_von_Hildebrand	19th century		Dietrich Richard Alfred von Hildebrand was a German Catholic philosopher and religious writer.
Dignāga	Dignāga	Q558272	https://en.wikipedia.org/wiki/Dign%C4%81ga	1st through 10th centuries		Dignāga was an Indian Buddhist philosopher and logician.
Dimitri_Uznadze	Dimitri Uznadze	Q1225942	https://en.wikipedia.org/wiki/Dimitri_Uznadze	19th century		Dimitri Uznadze was a Georgian psychologist and professor of psychology, co-founder of the Tbilisi State University and of the Georgian Academy of Sciences.
Dimitrije_Mitrinović	Dimitrije Mitrinović	Q5277559	https://en.wikipedia.org/wiki/Dimitrije_Mitrinovi%C4%87	19th century		Dimitrije "Mita" Mitrinović was a Serbian philosopher, poet, revolutionary, mystic, theoretician of modern painting and traveler.
Diodorus_Cronus	Diodorus Cronus	Q715478	https://en.wikipedia.org/wiki/Diodorus_Cronus	centuries BC	logicians	Diodorus Cronus was an Ancient Greek philosopher and dialectician connected to the Megarian school.
Diogenes	Diogenes	Q59180	https://en.wikipedia.org/wiki/Diogenes	centuries BC		Diogenes the Cynic, also known as Diogenes of Sinope, was an ancient Greek philosopher during the period of Classical Greece, and one of the founders of Cynicism.
Diogenes_Laertius	Diogenes Laertius	Q59138	https://en.wikipedia.org/wiki/Diogenes_Laertius	1st through 10th centuries		Diogenes Laërtius was a biographer of the Greek philosophers.
Diogenes_of_Apollonia	Diogenes of Apollonia	Q191964	https://en.wikipedia.org/wiki/Diogenes_of_Apollonia	centuries BC		Diogenes of Apollonia was a pre-Socratic Greek philosopher, and was a native of the Milesian colony Apollonia in Thrace.
Diogenes_of_Oenoanda	Diogenes of Oenoanda	Q59137	https://en.wikipedia.org/wiki/Diogenes_of_Oenoanda	1st through 10th centuries		Diogenes of Oenoanda was an Epicurean Greek from the 2nd century AD who carved a summary of the philosophy of Epicurus onto a portico wall in the ancient Greek city of Oenoanda in Lycia.
Dirghatamas	Dirghatamas	Q5280750	https://en.wikipedia.org/wiki/Dirghatamas	centuries BC		Dirghatamas was an ancient Indian sage well known for his philosophical verses in the Rigveda.
Dnyaneshwar	Dnyaneshwar	Q1033695	https://en.wikipedia.org/wiki/Dnyaneshwar	11th through 14th centuries		Sant Dnyaneshwar,, also referred to as Jñāneśvara, Jñānadeva, Dnyandev or Mauli or Dnyandev Vitthal Kulkarni (1275–1296), was a 13th-century Indian Marathi saint, poet, philosopher and yogi of the Nath and Varkari tradition.
Domingo_Báñez	Domingo Báñez	Q934185	https://en.wikipedia.org/wiki/Domingo_B%C3%A1%C3%B1ez	15th and 16th centuries	metaphysicians	Domingo Báñez was a Spanish Dominican and Scholastic theologian.
Domingo_de_Soto	Domingo de Soto	Q1237514	https://en.wikipedia.org/wiki/Domingo_de_Soto	15th and 16th centuries		Domingo de Soto was a Spanish Dominican priest and Scholastic theologian and naturalist born in Segovia, and died in Salamanca, at the age of 66.
Dominicus_Gundissalinus	Dominicus Gundissalinus	Q1237726	https://en.wikipedia.org/wiki/Dominicus_Gundissalinus	11th through 14th centuries		Dominicus Gundissalinus, also known as Domingo Gundisalvi or Gundisalvo, was a philosopher and translator of Arabic to Medieval Latin active in Toledo, Spain.
Dong_Zhongshu	Dong Zhongshu	Q445626	https://en.wikipedia.org/wiki/Dong_Zhongshu	centuries BC	social and political philosophers	Dong Zhongshu was a Chinese philosopher, politician, and writer of the Han dynasty.
Dorothy_Maud_Wrinch	Dorothy Maud Wrinch	Q662543	https://en.wikipedia.org/wiki/Dorothy_Maud_Wrinch	19th century		Dorothy Maud Wrinch was a mathematician and biochemical theorist best known for her attempt to deduce protein structure using mathematical principles.
Dugald_Stewart	Dugald Stewart	Q218254	https://en.wikipedia.org/wiki/Dugald_Stewart	18th century	ethicists	Dugald Stewart was a Scottish philosopher and mathematician.
Dunash_ibn_Tamim	Dunash ibn Tamim	Q357940	https://en.wikipedia.org/wiki/Dunash_ibn_Tamim	1st through 10th centuries		Dunash ibn Tamim was a Jewish tenth century scholar, and a pioneer of scientific study among Arabic-speaking Jews.
Duns_Scotus	Duns Scotus	Q190089	https://en.wikipedia.org/wiki/Duns_Scotus	11th through 14th centuries	metaphysicians	John Duns Scotus was a Scottish Catholic priest and Franciscan friar, university professor, philosopher and theologian.
Durandus_of_Saint-Pourçain	Durandus of Saint-Pourçain	Q1266754	https://en.wikipedia.org/wiki/Durandus_of_Saint-Pour%C3%A7ain	11th through 14th centuries		Durandus of Saint-Pourçain was a French Dominican, philosopher, theologian, and bishop.
Désiré-Joseph_Mercier	Désiré-Joseph Mercier	Q468097	https://en.wikipedia.org/wiki/D%C3%A9sir%C3%A9-Joseph_Mercier	19th century		Désiré Félicien François Joseph Mercier was a Belgian Catholic prelate who served as Archbishop of Mechelen from 1906 until his death in 1926.
Dōgen	Dōgen	Q318064	https://en.wikipedia.org/wiki/D%C5%8Dgen	11th through 14th centuries		Dōgen Zenji was a Japanese Zen Buddhist monk, writer, poet, philosopher, and founder of the Sōtō school of Zen in Japan.
Edgar_S._Brightman	Edgar S. Brightman	Q4095758	https://en.wikipedia.org/wiki/Edgar_S._Brightman	19th century		Edgar Sheffield Brightman was an American philosopher and Christian theologian in the Methodist tradition, associated with Boston University and liberal theology, and promulgated the philosophy known as Boston personalism.
Edith_Stein	Edith Stein	Q76749	https://en.wikipedia.org/wiki/Edith_Stein	19th century	metaphysicians	Edith Stein was a German philosopher who converted to Catholicism and became a Discalced Carmelite nun.
Edmund_Burke	Edmund Burke	Q165792	https://en.wikipedia.org/wiki/Edmund_Burke	18th century	aestheticians, social and political philosophers	Edmund Burke was an Anglo-Irish writer, philosopher, and politician who is widely credited as the founder of the cultural and political philosophy of conservatism.
Edmund_Gurney	Edmund Gurney	Q5339517	https://en.wikipedia.org/wiki/Edmund_Gurney	19th century		Edmund Gurney was an English psychologist and parapsychologist.
Edmund_Husserl	Edmund Husserl	Q58586	https://en.wikipedia.org/wiki/Edmund_Husserl	19th century		Edmund Gustav Albrecht Husserl was an Austrian and German philosopher and mathematician who established the school of phenomenology.
Eduard_Bernstein	Eduard Bernstein	Q75786	https://en.wikipedia.org/wiki/Eduard_Bernstein	19th century		Eduard Bernstein was a German social democratic politician and socialist theorist.
Eduard_Hanslick	Eduard Hanslick	Q84246	https://en.wikipedia.org/wiki/Eduard_Hanslick	19th century	aestheticians	Eduard Hanslick was an Austrian music critic, aesthetician and historian.
Eduard_Zeller	Eduard Zeller	Q61862	https://en.wikipedia.org/wiki/Eduard_Zeller	19th century		Eduard Gottlob Zeller was a German philosopher and Protestant theologian of the Tübingen School of theology.
Eduard_von_Hartmann	Eduard von Hartmann	Q77057	https://en.wikipedia.org/wiki/Eduard_von_Hartmann	19th century		Karl Robert Eduard von Hartmann was a German philosopher, independent scholar, and writer.
Edvard_Westermarck	Edvard Westermarck	Q722835	https://en.wikipedia.org/wiki/Edvard_Westermarck	19th century		Edvard Alexander Westermarck was a Finnish social anthropologist, sociologist and philosopher.
Edward_Caird	Edward Caird	Q1247054	https://en.wikipedia.org/wiki/Edward_Caird	19th century		Edward Caird was a Scottish philosopher. He was a holder of LLD, DCL, and DLitt.
Edward_Herbert,_1st_Baron_Herbert_of_Cherbury	Edward Herbert, 1st Baron Herbert of Cherbury	Q713004	https://en.wikipedia.org/wiki/Edward_Herbert,_1st_Baron_Herbert_of_Cherbury	15th and 16th centuries		Edward Herbert, 1st Baron Herbert of Cherbury KB was an English soldier, diplomat, historian, poet and religious philosopher.
Edward_Stillingfleet	Edward Stillingfleet	Q4216692	https://en.wikipedia.org/wiki/Edward_Stillingfleet	17th century		Edward Stillingfleet was an English Christian theologian and scholar.
Ehrenfried_Walther_von_Tschirnhaus	Ehrenfried Walther von Tschirnhaus	Q77288	https://en.wikipedia.org/wiki/Ehrenfried_Walther_von_Tschirnhaus	17th century		Ehrenfried Walther von Tschirnhaus or Tschirnhauß was a German mathematician, physicist, physician, and philosopher.
Elbert_Hubbard	Elbert Hubbard	Q734329	https://en.wikipedia.org/wiki/Elbert_Hubbard	19th century		Elbert Green Hubbard was an American writer, publisher, artist, and philosopher.
Elia_del_Medigo	Elia del Medigo	Q463405	https://en.wikipedia.org/wiki/Elia_del_Medigo	15th and 16th centuries		Elia del Medigo was also called Elijah Delmedigo or Elias ben Moise del Medigo and was sometimes known to his contemporaries as Helias Hebreus Cretensis or in Hebrew Elijah Mi-Qandia .
Elias_(Greek_scholar)	Elias (Greek scholar)	Q974885	https://en.wikipedia.org/wiki/Elias_(Greek_scholar)	1st through 10th centuries		Elias was a Greek scholar and a commentator on Aristotle and Porphyry.
Elisabeth_of_the_Palatinate	Elisabeth of the Palatinate	Q61389	https://en.wikipedia.org/wiki/Elisabeth_of_the_Palatinate	17th century		Elisabeth of the Palatinate, also known as Elisabeth of Bohemia, Princess Elisabeth of the Palatinate, or Princess-Abbess of Herford Abbey, was the eldest daughter of Frederick V, Elector Palatine, and Elizabeth Stuart.
Ellopion_of_Peparethus	Ellopion of Peparethus	Q3559281	https://en.wikipedia.org/wiki/Ellopion_of_Peparethus	centuries BC		Ellopion of Peparethus was a Socratic philosopher and contemporary of Plato, who is mentioned only by Plutarch.
Emanuel_Swedenborg	Emanuel Swedenborg	Q185832	https://en.wikipedia.org/wiki/Emanuel_Swedenborg	17th century		Emanuel Swedenborg was a Swedish polymath; a scientist, engineer, astronomer, anatomist, Christian theologian, philosopher, and mystic.
Emer_de_Vattel	Emer de Vattel	Q122386	https://en.wikipedia.org/wiki/Emer_de_Vattel	18th century		Emmerich de Vattel was a philosopher, diplomat, and jurist.
Emil_Brunner	Emil Brunner	Q116621	https://en.wikipedia.org/wiki/Emil_Brunner	19th century		Heinrich Emil Brunner was a Swiss Reformed theologian.
Emil_Leon_Post	Emil Leon Post	Q351366	https://en.wikipedia.org/wiki/Emil_Leon_Post	19th century	logicians	Emil Leon Post was an American mathematician and logician.
Emil_du_Bois-Reymond	Emil du Bois-Reymond	Q76571	https://en.wikipedia.org/wiki/Emil_du_Bois-Reymond	19th century		Emil Heinrich du Bois-Reymond was a German physiologist, the co-discoverer of nerve action potential, and the developer of experimental electrophysiology.
Empedocles	Empedocles	Q83375	https://en.wikipedia.org/wiki/Empedocles	centuries BC	metaphysicians	Empedocles was a pre-Socratic Greek philosopher and a native citizen of Akragas, a Greek city in Sicily.
Epicharmus_of_Cos	Epicharmus of Cos	Q312410	https://en.wikipedia.org/wiki/Epicharmus_of_Cos	centuries BC		Epicharmus of Cos, thought to have lived between c.
Epictetus	Epictetus	Q183144	https://en.wikipedia.org/wiki/Epictetus	1st through 10th centuries		Epictetus was a Greek Stoic philosopher. He was born into slavery at Hierapolis, Phrygia and lived in Rome until his banishment, after which he spent the rest of his life in Nicopolis in northwestern Greece.
Epicurus	Epicurus	Q43216	https://en.wikipedia.org/wiki/Epicurus	centuries BC	epistemologists, ethicists	Epicurus was an ancient Greek philosopher who founded the philosophical school of Epicureanism, which teaches that management of one's desires, removal of unnecessary fears, friendship, and virtuous living lead to a pleasant life and constant happiness, the highest good.
Epimenides	Epimenides	Q319406	https://en.wikipedia.org/wiki/Epimenides	centuries BC		Epimenides of Crete was a semi-mythical 7th- or 6th-century BC Greek seer and philosopher-poet, from Knossos or Phaistos.
Erasmus	Erasmus	Q43499	https://en.wikipedia.org/wiki/Erasmus	15th and 16th centuries		Desiderius Erasmus Roterodamus, commonly known in English as Erasmus of Rotterdam or simply Erasmus, was a Dutch humanist, theologian, and philosopher.
Eric_Hoffer	Eric Hoffer	Q588692	https://en.wikipedia.org/wiki/Eric_Hoffer	19th century		Eric Hoffer was an American philosopher and social critic.
Ernest_Fenollosa	Ernest Fenollosa	Q933253	https://en.wikipedia.org/wiki/Ernest_Fenollosa	19th century		Ernest Francisco Fenollosa was an American art historian of Japanese art, professor of philosophy and political economy at Tokyo Imperial University.
Ernst_Bloch	Ernst Bloch	Q57240	https://en.wikipedia.org/wiki/Ernst_Bloch	19th century		Ernst Simon Bloch was a German Marxist philosopher.
Ernst_Cassirer	Ernst Cassirer	Q57188	https://en.wikipedia.org/wiki/Ernst_Cassirer	19th century		Ernst Alfred Cassirer was a German philosopher and historian of philosophy.
Ernst_Haeckel	Ernst Haeckel	Q48246	https://en.wikipedia.org/wiki/Ernst_Haeckel	19th century		Ernst Heinrich Philipp August Haeckel was a German zoologist, naturalist, eugenicist, philosopher, physician, professor, marine biologist and artist.
Ernst_Jünger	Ernst Jünger	Q76727	https://en.wikipedia.org/wiki/Ernst_J%C3%BCnger	19th century	social and political philosophers	Ernst Jünger was a German author, soldier, philosopher, and entomologist who became publicly known for his World War I memoir Storm of Steel.
Ernst_Mach	Ernst Mach	Q93996	https://en.wikipedia.org/wiki/Ernst_Mach	19th century		Ernst Waldfried Josef Wenzel Mach was an Austrian physicist and philosopher who contributed to the understanding of the physics of shock waves.
Ernst_Mally	Ernst Mally	Q90003	https://en.wikipedia.org/wiki/Ernst_Mally	19th century		Ernst Mally was an Austrian analytic philosopher, initially affiliated with Alexius Meinong's Graz School of object theory.
Ernst_Troeltsch	Ernst Troeltsch	Q60285	https://en.wikipedia.org/wiki/Ernst_Troeltsch	19th century		Ernst Peter Wilhelm Troeltsch was a German liberal Protestant theologian, a writer on the philosophy of religion and the philosophy of history, and a classical liberal politician.
Ernst_Zermelo	Ernst Zermelo	Q57248	https://en.wikipedia.org/wiki/Ernst_Zermelo	19th century	logicians	Ernst Friedrich Ferdinand Zermelo was a German logician and mathematician, whose work has major implications for the foundations of mathematics.
Erwin_Rohde	Erwin Rohde	Q65486	https://en.wikipedia.org/wiki/Erwin_Rohde	19th century		Erwin Rohde was one of the great German classical scholars of the 19th century.
Erwin_Schrödinger	Erwin Schrödinger	Q9130	https://en.wikipedia.org/wiki/Erwin_Schr%C3%B6dinger	19th century		Erwin Rudolf Josef Alexander Schrödinger, sometimes anglicised as Schroedinger or Schrodinger, was an Austrian theoretical physicist who developed fundamental results in quantum theory.
Eubulides	Eubulides	Q461007	https://en.wikipedia.org/wiki/Eubulides	centuries BC		Eubulides of Miletus was a philosopher of the Megarian school who is famous for his paradoxes.
Euclid	Euclid	Q8747	https://en.wikipedia.org/wiki/Euclid	centuries BC		Euclid was an ancient Greek mathematician active as a geometer and logician.
Euclid_of_Megara	Euclid of Megara	Q312682	https://en.wikipedia.org/wiki/Euclid_of_Megara	centuries BC		Euclid of Megara was a Greek Socratic philosopher who founded the Megarian school of philosophy.
Eudoxus_of_Cnidus	Eudoxus of Cnidus	Q185150	https://en.wikipedia.org/wiki/Eudoxus_of_Cnidus	centuries BC	metaphysicians	Eudoxus of Cnidus was an ancient Greek astronomer, mathematician, doctor, and lawmaker.
Eugen_Dühring	Eugen Dühring	Q76583	https://en.wikipedia.org/wiki/Eugen_D%C3%BChring	19th century		Karl Eugen Dühring was a German philosopher, economist, and socialist.
Eusebius	Eusebius	Q142999	https://en.wikipedia.org/wiki/Eusebius	1st through 10th centuries		Eusebius of Caesarea, also known as Eusebius Pamphilius, was a historian of Christianity, exegete, and Christian polemicist from the Roman province of Syria Palaestina.
F._C._S._Schiller	F. C. S. Schiller	Q819293	https://en.wikipedia.org/wiki/F._C._S._Schiller	19th century	epistemologists	Ferdinand Canning Scott Schiller, usually cited as F.
F._H._Bradley	F. H. Bradley	Q350236	https://en.wikipedia.org/wiki/F._H._Bradley	19th century		Francis Herbert Bradley was a British idealist philosopher.
Fakhr_al-Din_al-Razi	Fakhr al-Din al-Razi	Q333703	https://en.wikipedia.org/wiki/Fakhr_al-Din_al-Razi	11th through 14th centuries		Fakhr al-Dīn al-Rāzī or Fakhruddin Razi, often known by the sobriquet Sultan of the Theologians, was an Islamic polymath, scientist, one of the pioneers of inductive logic and author of Tafsir al-Kabir.
Favorinus	Favorinus	Q554387	https://en.wikipedia.org/wiki/Favorinus	1st through 10th centuries		Favorinus of Arelate was a Roman sophist and skeptic philosopher who flourished during the reign of Hadrian and the Second Sophistic.
Fazang	Fazang	Q1349949	https://en.wikipedia.org/wiki/Fazang	1st through 10th centuries		Fazang was a Sogdian-Chinese Buddhist scholar, translator, and religious leader of the Tang dynasty.
Feliks_Koneczny	Feliks Koneczny	Q3846426	https://en.wikipedia.org/wiki/Feliks_Koneczny	19th century		Feliks Karol Koneczny was a Polish historian, theatrical critic, librarian, journalist and social philosopher.
Felix_Weltsch	Felix Weltsch	Q85937	https://en.wikipedia.org/wiki/Felix_Weltsch	19th century		Felix Weltsch was a German-speaking Jewish librarian, philosopher, author, editor, publisher and journalist.
Feng_Youlan	Feng Youlan	Q557220	https://en.wikipedia.org/wiki/Feng_Youlan	19th century		Feng Youlan was a Chinese philosopher, historian, and writer who was instrumental for reintroducing the study of Chinese philosophy in the modern era.
Ferdinand_Lassalle	Ferdinand Lassalle	Q75784	https://en.wikipedia.org/wiki/Ferdinand_Lassalle	19th century		Ferdinand Johann Gottlieb Lassalle was a German jurist, philosopher, and socialist activist.
Ferdinand_de_Saussure	Ferdinand de Saussure	Q13230	https://en.wikipedia.org/wiki/Ferdinand_de_Saussure	19th century	social and political philosophers	Ferdinand Mongin de Saussure was a Swiss linguist, semiotician and philosopher.
Firmin_Abauzit	Firmin Abauzit	Q688658	https://en.wikipedia.org/wiki/Firmin_Abauzit	17th century		Firmin Abauzit was a French scholar who worked on physics, theology and philosophy, and served as librarian in Geneva during his final 40 years.
Florian_Znaniecki	Florian Znaniecki	Q599197	https://en.wikipedia.org/wiki/Florian_Znaniecki	19th century		Florian Witold Znaniecki was a Polish-born American philosopher and sociologist who taught and wrote in Poland and in the United States.
Francesco_Algarotti	Francesco Algarotti	Q439081	https://en.wikipedia.org/wiki/Francesco_Algarotti	18th century		Count Francesco Algarotti was an Italian polymath, active as a philosopher, writer, anglophile, art critic and art collector.
Francesco_Silvestri_(theologian)	Francesco Silvestri (theologian)	Q5479589	https://en.wikipedia.org/wiki/Francesco_Silvestri_(theologian)	15th and 16th centuries		Francesco Silvestri da Ferrara was an Italian Dominican theologian.
Francesco_de_Sanctis	Francesco de Sanctis	Q471523	https://en.wikipedia.org/wiki/Francesco_de_Sanctis	19th century		Francesco de Sanctis was an Italian literary critic, scholar and politician, leading critic and historian of Italian language and literature during the 19th century.
Francis_Bacon	Francis Bacon	Q37388	https://en.wikipedia.org/wiki/Francis_Bacon	15th and 16th centuries		Francis Bacon, 1st Viscount St Alban was an English philosopher and statesman who served as Attorney General and Lord Chancellor of England under King James I.
Francis_Haywood	Francis Haywood	Q5481260	https://en.wikipedia.org/wiki/Francis_Haywood	18th century		Francis Haywood was an English merchant and translator, the first person to translate Kant's Critique of Pure Reason into English.
Francis_Hutcheson_(philosopher)	Francis Hutcheson (philosopher)	Q316367	https://en.wikipedia.org/wiki/Francis_Hutcheson_(philosopher)	17th century	aestheticians, ethicists	Francis Hutcheson was an Irish philosopher widely regarded as one of the key figures of the early Scottish Enlightenment.
Francis_of_Assisi	Francis of Assisi	Q676555	https://en.wikipedia.org/wiki/Francis_of_Assisi	11th through 14th centuries		Giovanni di Pietro di Bernardone, known as Francis of Assisi, was an Italian mystic, poet and Catholic friar who founded the religious order of the Franciscans.
Francis_of_Marchia	Francis of Marchia	Q5482931	https://en.wikipedia.org/wiki/Francis_of_Marchia	11th through 14th centuries		Francis of Marchia was an Italian Franciscan theologian and philosopher.
Francis_of_Meyronnes	Francis of Meyronnes	Q1995114	https://en.wikipedia.org/wiki/Francis_of_Meyronnes	11th through 14th centuries		Francis of Meyronnes was a French scholastic philosopher.
Francisco_Romero_(philosopher)	Francisco Romero (philosopher)	Q5483895	https://en.wikipedia.org/wiki/Francisco_Romero_(philosopher)	19th century		Francisco Romero was a Latin American philosopher who spearheaded a reaction against positivism.
Francisco_Sanches	Francisco Sanches	Q973196	https://en.wikipedia.org/wiki/Francisco_Sanches	15th and 16th centuries		Francisco Sanches was a Hispano-Portuguese skeptic, philosopher and physician of Sephardi Jewish origin, born possibly in Tui, Spain or probably in Braga, Portugal.
Francisco_Suárez	Francisco Suárez	Q316339	https://en.wikipedia.org/wiki/Francisco_Su%C3%A1rez	15th and 16th centuries	epistemologists, metaphysicians	Francisco Suárez was a Spanish Jesuit priest, philosopher and theologian, one of the leading figures of the School of Salamanca movement.
Francisco_de_Toledo_(Jesuit)	Francisco de Toledo (Jesuit)	Q1379453	https://en.wikipedia.org/wiki/Francisco_de_Toledo_(Jesuit)	15th and 16th centuries		Francisco de Toledo (4 October 1532 in Cordoba – 14 September 1596 in Rome) was a Spanish Jesuit priest and theologian, Biblical exegete and professor at the Roman College.
Francisco_de_Vitoria	Francisco de Vitoria	Q312384	https://en.wikipedia.org/wiki/Francisco_de_Vitoria	15th and 16th centuries	ethicists	Francisco de Vitoria, also known as Francisco de Victoria, was a Spanish Catholic philosopher, theologian, and jurist of Renaissance Spain.
Franciscus_Mercurius_van_Helmont	Franciscus Mercurius van Helmont	Q445918	https://en.wikipedia.org/wiki/Franciscus_Mercurius_van_Helmont	17th century		Franciscus Mercurius van Helmont was a Flemish alchemist and writer, the son of Jan Baptist van Helmont.
Franciscus_Patricius	Franciscus Patricius	Q435300	https://en.wikipedia.org/wiki/Franciscus_Patricius	15th and 16th centuries		Franciscus Patricius was a philosopher and scientist from the Republic of Venice.
Franciszek_Fiszer	Franciszek Fiszer	Q5484274	https://en.wikipedia.org/wiki/Franciszek_Fiszer	19th century		Franciszek Fiszer was a Polish metaphysician and alchemist, a friend of the most notable writers and philosophers of contemporary Warsaw and one of Warsaw's semi-legendary people.
