# 02805 shared playground — week 4 release (frozen snapshot, 2026-09-15)
# Philosophers on English Wikipedia, born before 1900: everyone in the seven lists
# 'List of philosophers born in the centuries BC' ... 'born in the 19th century'
# (redirects resolved).
# Edge A -> B when the article of A links to the article of B; weight = how many
# times. 1444 nodes, 11135 directed edges, 8186 with weight 1, max 18.
# Sum both directions for an undirected weighted network.
source	target	weight
Franz_Rosenzweig	Hermann_Cohen	2
Franz_Rosenzweig	Martin_Buber	1
Franz_Xaver_von_Baader	David_Hartley_(philosopher)	1
Franz_Xaver_von_Baader	David_Hume	1
Franz_Xaver_von_Baader	Friedrich_Heinrich_Jacobi	1
Franz_Xaver_von_Baader	Friedrich_Wilhelm_Joseph_Schelling	1
Franz_Xaver_von_Baader	Immanuel_Kant	1
Franz_Xaver_von_Baader	Jakob_Böhme	1
Franz_Xaver_von_Baader	Jesus	1
Franz_Xaver_von_Baader	Meister_Eckhart	3
Franz_Xaver_von_Baader	Paracelsus	1
Franz_Xaver_von_Baader	René_Descartes	2
Franz_Xaver_von_Baader	William_Godwin	1
François_Bernier	Avicenna	1
François_Bernier	Pierre_Bayle	1
François_Bernier	Pierre_Gassendi	3
François_Bernier	René_Descartes	2
François_Fénelon	Nicolas_Malebranche	1
François_Fénelon	William_Godwin	1
François_Rabelais	Alfred_Jarry	1
François_Rabelais	Dante_Alighieri	1
François_Rabelais	Erasmus	3
François_Rabelais	Galen	1
François_Rabelais	Heinrich_Cornelius_Agrippa	1
François_Rabelais	Hippocrates	1
François_Rabelais	Jean_Anthelme_Brillat-Savarin	1
François_Rabelais	John_Calvin	2
François_Rabelais	Lucian	1
François_Rabelais	Mikhail_Bakhtin	2
Fridugisus	Alcuin	2
Fridugisus	Alexander_of_Hales	1
Fridugisus	Friedrich_Albert_Lange	1
Fridugisus	Thomas_Aquinas	1
Friedrich_Adolf_Trendelenburg	Aristotle	1
Friedrich_Adolf_Trendelenburg	Baruch_Spinoza	1
Friedrich_Adolf_Trendelenburg	Democritus	1
Friedrich_Adolf_Trendelenburg	Franz_Brentano	2
Friedrich_Adolf_Trendelenburg	Friedrich_Schleiermacher	1
Friedrich_Adolf_Trendelenburg	Georg_Wilhelm_Friedrich_Hegel	1
Friedrich_Adolf_Trendelenburg	Gustav_Teichmüller	1
Friedrich_Adolf_Trendelenburg	Hermann_Cohen	1
Friedrich_Adolf_Trendelenburg	Hermann_Lotze	1
Friedrich_Adolf_Trendelenburg	Immanuel_Kant	4
Friedrich_Adolf_Trendelenburg	Karl_Leonhard_Reinhold	1
Friedrich_Adolf_Trendelenburg	Karl_von_Prantl	1
Friedrich_Adolf_Trendelenburg	Kuno_Fischer	1
Friedrich_Adolf_Trendelenburg	Plato	2
Friedrich_Adolf_Trendelenburg	Rudolf_Christoph_Eucken	1
Friedrich_Adolf_Trendelenburg	Søren_Kierkegaard	1
Friedrich_Adolf_Trendelenburg	Wilhelm_Dilthey	2
Friedrich_Albert_Lange	Eduard_Bernstein	1
Friedrich_Albert_Lange	Ferdinand_Lassalle	2
Friedrich_Albert_Lange	Hermann_Cohen	2
Friedrich_Albert_Lange	Immanuel_Kant	1
Friedrich_Albert_Lange	Johann_Friedrich_Herbart	1
Friedrich_Albert_Lange	John_Stuart_Mill	1
Friedrich_Albert_Lange	Paul_Natorp	1
Friedrich_Carl_von_Savigny	Christian_Wolff_(philosopher)	1
Friedrich_Carl_von_Savigny	Rudolf_von_Jhering	2
Friedrich_Carl_von_Savigny	Wilhelm_von_Humboldt	1
Friedrich_Eduard_Beneke	Arthur_Schopenhauer	1
Friedrich_Eduard_Beneke	Friedrich_Heinrich_Jacobi	1
Friedrich_Eduard_Beneke	Friedrich_Schleiermacher	2
Friedrich_Eduard_Beneke	Georg_Wilhelm_Friedrich_Hegel	1
Friedrich_Eduard_Beneke	Immanuel_Kant	2
Friedrich_Eduard_Beneke	Jakob_Friedrich_Fries	1
Friedrich_Eduard_Beneke	Johann_Friedrich_Herbart	1
Friedrich_Eduard_Beneke	John_Locke	1
Friedrich_Engels	Bruno_Bauer	1
Friedrich_Engels	Charles_Darwin	2
Friedrich_Engels	Charles_Fourier	1
Friedrich_Engels	David_Strauss	1
Friedrich_Engels	Eduard_Bernstein	4
Friedrich_Engels	Eugen_Dühring	1
Friedrich_Engels	Friedrich_Wilhelm_Joseph_Schelling	1
Friedrich_Engels	Georg_Wilhelm_Friedrich_Hegel	1
Friedrich_Engels	Georges_Sorel	1
Friedrich_Engels	Georgi_Plekhanov	1
Friedrich_Engels	György_Lukács	1
Friedrich_Engels	Johann_Wolfgang_von_Goethe	1
Friedrich_Engels	Karl_Kautsky	3
Friedrich_Engels	Karl_Marx	4
Friedrich_Engels	Ludwig_Feuerbach	1
Friedrich_Engels	Max_Stirner	1
Friedrich_Engels	Mikhail_Bakunin	1
Friedrich_Engels	Moses_Hess	1
Friedrich_Engels	Rosa_Luxemburg	1
Friedrich_Engels	Vladimir_Lenin	2
Friedrich_Harms	Friedrich_Heinrich_Jacobi	1
Friedrich_Harms	Heinrich_Moritz_Chalybäus	1
Friedrich_Harms	Immanuel_Kant	1
Friedrich_Harms	Johann_Gottlieb_Fichte	1
Friedrich_Hayek	Adam_Ferguson	2
Friedrich_Hayek	Adam_Smith	1
Friedrich_Hayek	Alexis_de_Tocqueville	2
Friedrich_Hayek	Alfred_Schütz	1
Friedrich_Hayek	Algernon_Sidney	1
Friedrich_Hayek	Benjamin_Franklin	1
Friedrich_Hayek	Bernard_Mandeville	1
Friedrich_Hayek	C._S._Lewis	1
Friedrich_Hayek	Carl_Schmitt	1
Friedrich_Hayek	Charles_Darwin	1
Friedrich_Hayek	David_Hume	1
Friedrich_Hayek	Edmund_Burke	2
Friedrich_Hayek	Ernst_Mach	2
Friedrich_Hayek	Friedrich_Nietzsche	1
Friedrich_Hayek	Jean-Jacques_Rousseau	1
Friedrich_Hayek	Johann_Wolfgang_von_Goethe	1
Friedrich_Hayek	John_Henry_Newman	1
Friedrich_Hayek	John_Locke	1
Friedrich_Hayek	John_Maynard_Keynes	3
Friedrich_Hayek	John_Stuart_Mill	2
Friedrich_Hayek	Joseph_Schumpeter	1
Friedrich_Hayek	Joseph_de_Maistre	1
Friedrich_Hayek	Karl_Marx	1
Friedrich_Hayek	Leo_Strauss	1
Friedrich_Hayek	Ludwig_Feuerbach	1
Friedrich_Hayek	Ludwig_Wittgenstein	3
Friedrich_Hayek	Ludwig_von_Mises	6
Friedrich_Hayek	Max_Weber	1
Friedrich_Hayek	Othmar_Spann	1
Friedrich_Hayek	Sigmund_Freud	1
Friedrich_Hayek	Thomas_Carlyle	1
Friedrich_Hayek	Thomas_Hobbes	1
Friedrich_Hayek	Thomas_Jefferson	1
Friedrich_Hayek	Thomas_Paine	1
Friedrich_Hayek	Voltaire	1
Friedrich_Heinrich_Jacobi	Adam_Smith	1
Friedrich_Heinrich_Jacobi	Arthur_Schopenhauer	1
Friedrich_Heinrich_Jacobi	Baruch_Spinoza	3
Friedrich_Heinrich_Jacobi	Charles_Bonnet	1
Friedrich_Heinrich_Jacobi	Franz_Xaver_von_Baader	1
Friedrich_Heinrich_Jacobi	Friedrich_Wilhelm_Joseph_Schelling	2
Friedrich_Heinrich_Jacobi	Gotthold_Ephraim_Lessing	1
Friedrich_Heinrich_Jacobi	Gottlob_Ernst_Schulze	1
Friedrich_Heinrich_Jacobi	Immanuel_Kant	2
Friedrich_Heinrich_Jacobi	Jakob_Friedrich_Fries	1
Friedrich_Heinrich_Jacobi	Jean-Jacques_Rousseau	1
Friedrich_Heinrich_Jacobi	Johann_Gottlieb_Fichte	3
Friedrich_Heinrich_Jacobi	Johann_Wolfgang_von_Goethe	1
Friedrich_Heinrich_Jacobi	Karl_Leonhard_Reinhold	1
Friedrich_Heinrich_Jacobi	Karl_von_Prantl	1
Friedrich_Heinrich_Jacobi	Moses_Mendelssohn	1
Friedrich_Heinrich_Jacobi	Salomon_Maimon	1
Friedrich_Heinrich_Jacobi	Voltaire	1
Friedrich_Hölderlin	Friedrich_Nietzsche	1
Friedrich_Hölderlin	Friedrich_Schiller	2
Friedrich_Hölderlin	Friedrich_Wilhelm_Joseph_Schelling	2
Friedrich_Hölderlin	Georg_Wilhelm_Friedrich_Hegel	2
Friedrich_Hölderlin	Heraclitus	1
Friedrich_Hölderlin	Johann_Gottlieb_Fichte	1
Friedrich_Hölderlin	Johann_Wolfgang_von_Goethe	1
Friedrich_Hölderlin	Martin_Heidegger	4
Friedrich_Hölderlin	Novalis	1
Friedrich_Hölderlin	Walter_Benjamin	1
Friedrich_Nietzsche	Afrikan_Spir	3
Friedrich_Nietzsche	Ahad_Ha'am	1
Friedrich_Nietzsche	Alexander_Bogdanov	1
Friedrich_Nietzsche	Alfred_Baeumler	1
Friedrich_Nietzsche	Arthur_Schopenhauer	7
Friedrich_Nietzsche	Baruch_Spinoza	3
Friedrich_Nietzsche	Bertrand_Russell	1
Friedrich_Nietzsche	Carl_Jung	2
Friedrich_Nietzsche	Charles_Darwin	1
Friedrich_Nietzsche	David_Hume	1
Friedrich_Nietzsche	David_Strauss	3
Friedrich_Nietzsche	Diogenes_Laertius	1
Friedrich_Nietzsche	Empedocles	1
Friedrich_Nietzsche	Epicurus	1
Friedrich_Nietzsche	Erwin_Rohde	2
Friedrich_Nietzsche	Eugen_Dühring	1
Friedrich_Nietzsche	Friedrich_Albert_Lange	2
Friedrich_Nietzsche	Friedrich_Hölderlin	3
Friedrich_Nietzsche	Fyodor_Dostoevsky	2
Friedrich_Nietzsche	Georg_Christoph_Lichtenberg	1
Friedrich_Nietzsche	Georg_Simmel	1
Friedrich_Nietzsche	George_Eliot	1
Friedrich_Nietzsche	George_Santayana	1
Friedrich_Nietzsche	Georges_Bataille	3
Friedrich_Nietzsche	Gotthold_Ephraim_Lessing	1
Friedrich_Nietzsche	Henri_Bergson	1
Friedrich_Nietzsche	Heraclitus	2
Friedrich_Nietzsche	Hippolyte_Taine	2
Friedrich_Nietzsche	Immanuel_Kant	4
Friedrich_Nietzsche	Jacob_Burckhardt	2
Friedrich_Nietzsche	Jean-Jacques_Rousseau	1
Friedrich_Nietzsche	Johann_Wolfgang_von_Goethe	1
Friedrich_Nietzsche	John_Stuart_Mill	1
Friedrich_Nietzsche	Karl_Marx	2
Friedrich_Nietzsche	Kuno_Fischer	1
Friedrich_Nietzsche	Leo_Strauss	1
Friedrich_Nietzsche	Leo_Tolstoy	1
Friedrich_Nietzsche	Lev_Shestov	1
Friedrich_Nietzsche	Luc_de_Clapiers,_marquis_de_Vauvenargues	1
Friedrich_Nietzsche	Ludwig_Feuerbach	1
Friedrich_Nietzsche	Martin_Buber	1
Friedrich_Nietzsche	Martin_Heidegger	5
Friedrich_Nietzsche	Max_Horkheimer	1
Friedrich_Nietzsche	Max_Scheler	1
Friedrich_Nietzsche	Max_Stirner	1
Friedrich_Nietzsche	Max_Weber	1
Friedrich_Nietzsche	Meister_Eckhart	1
Friedrich_Nietzsche	Muhammad_Iqbal	1
Friedrich_Nietzsche	Nicolaus_Copernicus	1
Friedrich_Nietzsche	Novalis	1
Friedrich_Nietzsche	Olaf_Stapledon	1
Friedrich_Nietzsche	Oswald_Spengler	1
Friedrich_Nietzsche	Parmenides	1
Friedrich_Nietzsche	Paul_Deussen	2
Friedrich_Nietzsche	Paul_Rée	6
Friedrich_Nietzsche	Plato	3
Friedrich_Nietzsche	Ralph_Waldo_Emerson	2
Friedrich_Nietzsche	René_Descartes	1
Friedrich_Nietzsche	Roger_Joseph_Boscovich	1
Friedrich_Nietzsche	Rudolf_Steiner	1
Friedrich_Nietzsche	Sigmund_Freud	1
Friedrich_Nietzsche	Socrates	1
Friedrich_Nietzsche	Søren_Kierkegaard	1
Friedrich_Nietzsche	Thomas_Carlyle	1
Friedrich_Nietzsche	William_Blake	1
Friedrich_Nietzsche	Zoroaster	1
Friedrich_Schiller	Herbert_Marcuse	2
Friedrich_Schiller	Immanuel_Kant	2
Friedrich_Schiller	Jean-Jacques_Rousseau	1
Friedrich_Schiller	Johann_Wolfgang_von_Goethe	1
Friedrich_Schiller	Karl_Leonhard_Reinhold	1
Friedrich_Schiller	Samuel_Taylor_Coleridge	1
Friedrich_Schlegel	Baron_d'Holbach	1
Friedrich_Schlegel	Dante_Alighieri	1
Friedrich_Schlegel	Friedrich_Schiller	2
Friedrich_Schlegel	Friedrich_Schleiermacher	1
Friedrich_Schlegel	Germaine_de_Staël	1
Friedrich_Schlegel	Johann_Gottlieb_Fichte	1
Friedrich_Schlegel	Johann_Wolfgang_von_Goethe	1
Friedrich_Schlegel	Moses_Mendelssohn	2
Friedrich_Schlegel	Novalis	1
Friedrich_Schlegel	Samuel_Taylor_Coleridge	1
Friedrich_Schleiermacher	Aristotle	1
Friedrich_Schleiermacher	Baruch_Spinoza	2
Friedrich_Schleiermacher	Christian_Wolff_(philosopher)	1
Friedrich_Schleiermacher	Friedrich_Adolf_Trendelenburg	1
Friedrich_Schleiermacher	Friedrich_Eduard_Beneke	2
Friedrich_Schleiermacher	Friedrich_Heinrich_Jacobi	2
Friedrich_Schleiermacher	Friedrich_Schlegel	1
Friedrich_Schleiermacher	Friedrich_Wilhelm_Joseph_Schelling	1
Friedrich_Schleiermacher	Gottfried_Wilhelm_Leibniz	1
Friedrich_Schleiermacher	Gotthold_Ephraim_Lessing	1
Friedrich_Schleiermacher	Immanuel_Kant	4
Friedrich_Schleiermacher	Jesus	1
Friedrich_Schleiermacher	Johann_Augustus_Eberhard	2
Friedrich_Schleiermacher	Johann_Gottlieb_Fichte	4
Friedrich_Schleiermacher	Karl_Barth	1
Friedrich_Schleiermacher	Martin_Heidegger	1
Friedrich_Schleiermacher	Plato	3
Friedrich_Schleiermacher	Wilhelm_Dilthey	1
Friedrich_Waismann	Ludwig_Wittgenstein	1
Friedrich_Waismann	Moritz_Schlick	2
Friedrich_Waismann	Rudolf_Carnap	1
Friedrich_Wilhelm_Joseph_Schelling	Baruch_Spinoza	1
Friedrich_Wilhelm_Joseph_Schelling	Bruno_Bauer	1
Friedrich_Wilhelm_Joseph_Schelling	Christoph_Gottfried_Bardili	1
Friedrich_Wilhelm_Joseph_Schelling	David_Strauss	1
Friedrich_Wilhelm_Joseph_Schelling	Franz_Rosenzweig	1
Friedrich_Wilhelm_Joseph_Schelling	Friedrich_Engels	1
Friedrich_Wilhelm_Joseph_Schelling	Friedrich_Heinrich_Jacobi	1
Friedrich_Wilhelm_Joseph_Schelling	Friedrich_Hölderlin	2
Friedrich_Wilhelm_Joseph_Schelling	Friedrich_Schiller	1
Friedrich_Wilhelm_Joseph_Schelling	Friedrich_Schlegel	1
Friedrich_Wilhelm_Joseph_Schelling	Georg_Wilhelm_Friedrich_Hegel	2
Friedrich_Wilhelm_Joseph_Schelling	Gottfried_Wilhelm_Leibniz	2
Friedrich_Wilhelm_Joseph_Schelling	György_Lukács	1
Friedrich_Wilhelm_Joseph_Schelling	Immanuel_Kant	1
Friedrich_Wilhelm_Joseph_Schelling	Jacob_Burckhardt	1
Friedrich_Wilhelm_Joseph_Schelling	Jakob_Böhme	1
Friedrich_Wilhelm_Joseph_Schelling	Johann_Gottlieb_Fichte	2
Friedrich_Wilhelm_Joseph_Schelling	Johann_Wolfgang_von_Goethe	1
Friedrich_Wilhelm_Joseph_Schelling	Karl_Jaspers	1
Friedrich_Wilhelm_Joseph_Schelling	Karl_Leonhard_Reinhold	1
Friedrich_Wilhelm_Joseph_Schelling	Kuno_Fischer	1
Friedrich_Wilhelm_Joseph_Schelling	Ludwig_Feuerbach	1
Friedrich_Wilhelm_Joseph_Schelling	Martin_Heidegger	1
Friedrich_Wilhelm_Joseph_Schelling	Mikhail_Bakunin	1
Friedrich_Wilhelm_Joseph_Schelling	Novalis	1
Friedrich_Wilhelm_Joseph_Schelling	Paul_Tillich	1
Friedrich_Wilhelm_Joseph_Schelling	Richard_Kroner	1
Friedrich_Wilhelm_Joseph_Schelling	Samuel_Taylor_Coleridge	1
Friedrich_Wilhelm_Joseph_Schelling	Sigmund_Freud	1
Friedrich_Wilhelm_Joseph_Schelling	Søren_Kierkegaard	1
Friedrich_Wilhelm_Joseph_Schelling	Victor_Cousin	1
Friedrich_Wilhelm_Joseph_Schelling	Wilhelm_Windelband	1
Fritz_Mauthner	Aristotle	1
Fritz_Mauthner	Arthur_Schopenhauer	1
Fritz_Mauthner	Baruch_Spinoza	1
Fritz_Mauthner	Ernst_Mach	1
Fritz_Mauthner	I._A._Richards	1
Fritz_Mauthner	Immanuel_Kant	1
Fritz_Mauthner	Ludwig_Wittgenstein	1
Fritz_Mauthner	Martin_Buber	1
Fritz_Mauthner	René_Descartes	1
Fritz_Mauthner	The_Buddha	1
Fulbert_of_Chartres	Pope_Sylvester_II	2
Fyodor_Dostoevsky	Albert_Einstein	1
Fyodor_Dostoevsky	Alexander_Herzen	2
Fyodor_Dostoevsky	Charles_Fourier	1
Fyodor_Dostoevsky	Friedrich_Nietzsche	2
Fyodor_Dostoevsky	Friedrich_Schiller	2
Fyodor_Dostoevsky	Georg_Wilhelm_Friedrich_Hegel	1
Fyodor_Dostoevsky	Giambattista_Vico	1
Fyodor_Dostoevsky	Henri_de_Saint-Simon	1
Fyodor_Dostoevsky	Immanuel_Kant	1
Fyodor_Dostoevsky	Johann_Wolfgang_von_Goethe	2
Fyodor_Dostoevsky	Konstantin_Leontiev	1
Fyodor_Dostoevsky	Konstantin_Pobedonostsev	1
Fyodor_Dostoevsky	Leo_Tolstoy	2
Fyodor_Dostoevsky	Mikhail_Bakhtin	1
Fyodor_Dostoevsky	Mikhail_Bakunin	1
Fyodor_Dostoevsky	Nikolai_Berdyaev	1
Fyodor_Dostoevsky	Nikolay_Mikhaylovsky	1
Fyodor_Dostoevsky	Pierre-Joseph_Proudhon	1
Fyodor_Dostoevsky	Ralph_Waldo_Emerson	1
Fyodor_Dostoevsky	Sigmund_Freud	3
Fyodor_Dostoevsky	Vissarion_Belinsky	1
Fyodor_Dostoevsky	Vladimir_Solovyov_(philosopher)	1
Félicité_de_La_Mennais	Blaise_Pascal	1
Félicité_de_La_Mennais	Gottfried_Wilhelm_Leibniz	1
Félicité_de_La_Mennais	Jean-Jacques_Rousseau	2
Félicité_de_La_Mennais	Martin_Luther	1
Félicité_de_La_Mennais	René_Descartes	1
Félix_Ravaisson-Mollien	Aristotle	1
Félix_Ravaisson-Mollien	Friedrich_Wilhelm_Joseph_Schelling	1
Félix_Ravaisson-Mollien	Henri_Bergson	1
Félix_Ravaisson-Mollien	Jules_Lachelier	2
Félix_Ravaisson-Mollien	Maine_de_Biran	1
Félix_Ravaisson-Mollien	Victor_Cousin	2
Félix_Ravaisson-Mollien	William_of_Champeaux	1
Félix_Ravaisson-Mollien	Émile_Boutroux	1
G._E._Moore	Baruch_Spinoza	2
G._E._Moore	Bertrand_Russell	1
G._E._Moore	F._H._Bradley	1
G._E._Moore	Gottlob_Frege	2
G._E._Moore	Henry_Sidgwick	1
G._E._Moore	J._M._E._McTaggart	2
G._E._Moore	James_Ward_(psychologist)	1
G._E._Moore	Ludwig_Wittgenstein	4
Gabriel_Biel	Bernard_of_Clairvaux	1
Gabriel_Biel	Duns_Scotus	1
Gabriel_Biel	Juan_de_Mariana	1
Gabriel_Biel	Martin_Luther	1
Gabriel_Biel	Peter_Lombard	1
Gabriel_Biel	Thomas_Aquinas	2
Gabriel_Biel	William_of_Ockham	2
Gabriel_Bonnot_de_Mably	Jean-Jacques_Rousseau	1
Gabriel_Bonnot_de_Mably	Peter_Kropotkin	1
Gabriel_Bonnot_de_Mably	Plato	1
Gabriel_Bonnot_de_Mably	Étienne_Bonnot_de_Condillac	1
Gabriel_Marcel	Friedrich_Wilhelm_Joseph_Schelling	2
Gabriel_Marcel	Henri_Bergson	1
Gabriel_Marcel	Jean_Wahl	1
Gabriel_Marcel	Josiah_Royce	2
Gabriel_Marcel	Samuel_Taylor_Coleridge	2
Gabriel_Marcel	Socrates	1
Gabriel_Marcel	Søren_Kierkegaard	1
Gabriel_Marcel	William_James	1
Gabriel_Vásquez	Anselm_of_Canterbury	1
Gabriel_Vásquez	Aristotle	1
Gabriel_Vásquez	Augustine_of_Hippo	1
Gabriel_Vásquez	Boethius	1
Gabriel_Vásquez	Domingo_Báñez	1
Gabriel_Vásquez	Francisco_Suárez	1
Gabriel_Vásquez	Immanuel_Kant	1
Gabriel_Vásquez	John_of_St._Thomas	1
Gabriel_Vásquez	Luis_de_Molina	1
Gabriel_Vásquez	René_Descartes	1
Gabriel_Vásquez	Thomas_Aquinas	2
Gabrielle_Suchon	Aristotle	1
Gabrielle_Suchon	Cicero	1
Gabrielle_Suchon	Plato	1
Gabrielle_Suchon	Plutarch	1
Gabrielle_Suchon	Seneca_the_Younger	1
Gabrielle_Suchon	Socrates	1
Gaetano_Mosca	Karl_Marx	1
Gaetano_Mosca	Niccolò_Machiavelli	1
Gaetano_Mosca	Vilfredo_Pareto	2
Gaius_Blossius	Plutarch	2
Gaius_Marius_Victorinus	Aristotle	1
Gaius_Marius_Victorinus	Arius	1
Gaius_Marius_Victorinus	Augustine_of_Hippo	2
Gaius_Marius_Victorinus	Boethius	1
Gaius_Marius_Victorinus	Cicero	1
Gaius_Marius_Victorinus	Plotinus	1
Gaius_Marius_Victorinus	Porphyry_of_Tyre	1
Gaius_Musonius_Rufus	Epictetus	3
Galen	'Ali_ibn_al-'Abbas_al-Majusi	1
Galen	Abu_Bakr_al-Razi	1
Galen	Alexander_of_Aphrodisias	1
Galen	Andrea_Cesalpino	1
Galen	Aristotle	4
Galen	Augustine_of_Hippo	1
Galen	Avicenna	1
Galen	Empedocles	1
Galen	Hunayn_ibn_Ishaq	2
Galen	Maimonides	1
Galen	Marcus_Aurelius	1
Galen	Paracelsus	1
Galen	Plato	1
Galen	Socrates	1
Galen	Thucydides	1
Galileo_Galilei	Albert_Einstein	3
Galileo_Galilei	Archimedes	1
Galileo_Galilei	Aristotle	2
Galileo_Galilei	Cesare_Cremonini_(philosopher)	2
Galileo_Galilei	Christiaan_Huygens	3
Galileo_Galilei	Dante_Alighieri	3
Galileo_Galilei	Domingo_de_Soto	2
Galileo_Galilei	Euclid	1
Galileo_Galilei	Eudoxus_of_Cnidus	1
Galileo_Galilei	Isaac_Newton	1
Galileo_Galilei	Jean_Buridan	1
Galileo_Galilei	Johannes_Kepler	1
Galileo_Galilei	John_Philoponus	2
Galileo_Galilei	Lucretius	1
Galileo_Galilei	Nicolaus_Copernicus	1
Galileo_Galilei	Nicole_Oresme	1
Galileo_Galilei	Pythagoras	1
Galileo_Galilei	René_Descartes	2
Galileo_Galilei	Simplicius_of_Cilicia	1
Galvano_Della_Volpe	Antonio_Gramsci	1
Galvano_Della_Volpe	Benedetto_Croce	1
Galvano_Della_Volpe	Giovanni_Gentile	1
Galvano_Della_Volpe	Immanuel_Kant	2
Galvano_Della_Volpe	Jean-Jacques_Rousseau	1
Galvano_Della_Volpe	John_Locke	1
Galvano_Della_Volpe	Karl_Marx	1
Gaozi	Mencius	1
Gaozi	Xunzi_(philosopher)	1
Gaston_Bachelard	Albert_Einstein	1
Gaston_Bachelard	Aristotle	1
Gaston_Bachelard	Auguste_Comte	1
Gaston_Bachelard	Isaac_Newton	1
Gaston_Bachelard	Léon_Brunschvicg	3
Gaston_Bachelard	Plato	1
Gaston_Bachelard	René_Descartes	1
Gaston_Bachelard	Émile_Meyerson	1
Gaudapada	Adi_Shankara	4
Gaudapada	Asanga	1
Gaudapada	Madhvacharya	1
Gaudapada	Nagarjuna	1
Gaudapada	Ramanuja	1
Gaudapada	The_Buddha	2
Gaṅgeśa	Udayana	2
Geminus	Aristotle	1
Geminus	Posidonius	2
Geminus	Proclus	1
Geminus	Simplicius_of_Cilicia	1
Gemistos_Plethon	Aristotle	3
Gemistos_Plethon	Bessarion	3
Gemistos_Plethon	Calcidius	1
Gemistos_Plethon	Epicurus	1
Gemistos_Plethon	Gennadius_Scholarius	5
Gemistos_Plethon	George_of_Trebizond	1
Gemistos_Plethon	Marsilio_Ficino	1
Gemistos_Plethon	Plato	3
Gemistos_Plethon	Zoroaster	1
Gennadius_Scholarius	Aristotle	1
Gennadius_Scholarius	Duns_Scotus	1
Gennadius_Scholarius	Gemistos_Plethon	2
Gennadius_Scholarius	Gregory_Palamas	1
Gennadius_Scholarius	Hervaeus_Natalis	1
Gennadius_Scholarius	Peter_of_Spain	1
Gennadius_Scholarius	Porphyry_of_Tyre	1
Gennadius_Scholarius	Thomas_Aquinas	4
Georg_Anton_Friedrich_Ast	Aristotle	1
Georg_Anton_Friedrich_Ast	Friedrich_Schiller	1
Georg_Anton_Friedrich_Ast	Friedrich_Schleiermacher	1
Georg_Anton_Friedrich_Ast	Friedrich_Wilhelm_Joseph_Schelling	1
Georg_Anton_Friedrich_Ast	Gotthold_Ephraim_Lessing	1
Georg_Anton_Friedrich_Ast	Immanuel_Kant	1
Georg_Anton_Friedrich_Ast	Johann_Gottfried_Herder	1
Georg_Anton_Friedrich_Ast	Plato	1
Georg_Cantor	Aristotle	1
Georg_Cantor	Bernard_Bolzano	1
Georg_Cantor	Bernhard_Riemann	1
Georg_Cantor	Bertrand_Russell	2
Georg_Cantor	Charles_Sanders_Peirce	1
Georg_Cantor	David_Hilbert	2
Georg_Cantor	Duns_Scotus	1
Georg_Cantor	Edmund_Husserl	1
Georg_Cantor	Ernst_Zermelo	2
Georg_Cantor	Francis_Bacon	1
Georg_Cantor	Friedrich_Adolf_Trendelenburg	1
Georg_Cantor	Galileo_Galilei	1
Georg_Cantor	George_Berkeley	1
Georg_Cantor	Gottfried_Wilhelm_Leibniz	1
Georg_Cantor	Gottlob_Frege	1
Georg_Cantor	Henri_Poincaré	2
Georg_Cantor	Hermann_Weyl	1
Georg_Cantor	Immanuel_Kant	1
Georg_Cantor	Leopold_Kronecker	3
Georg_Cantor	Ludwig_Wittgenstein	2
Georg_Cantor	René_Descartes	1
Georg_Cantor	Richard_Dedekind	3
Georg_Cantor	Thomas_Aquinas	1
Georg_Christoph_Lichtenberg	Arthur_Schopenhauer	1
Georg_Christoph_Lichtenberg	Baruch_Spinoza	1
Georg_Christoph_Lichtenberg	Benjamin_Franklin	1
Georg_Christoph_Lichtenberg	Friedrich_Nietzsche	1
Georg_Christoph_Lichtenberg	Immanuel_Kant	2
Georg_Christoph_Lichtenberg	Johann_Wolfgang_von_Goethe	2
Georg_Christoph_Lichtenberg	Leo_Tolstoy	1
Georg_Christoph_Lichtenberg	Ludwig_Wittgenstein	1
Georg_Christoph_Lichtenberg	Sigmund_Freud	2
Georg_Mehlis	Heinrich_Rickert	1
Georg_Mehlis	Richard_Kroner	1
Georg_Mehlis	Susanne_Langer	1
Georg_Simmel	Arthur_Schopenhauer	1
Georg_Simmel	Edmund_Husserl	1
Georg_Simmel	Eduard_Zeller	1
Georg_Simmel	György_Lukács	1
Georg_Simmel	Heinrich_Rickert	1
Georg_Simmel	Immanuel_Kant	1
Georg_Simmel	Johann_Wolfgang_von_Goethe	1
Georg_Simmel	Karl_Mannheim	1
Georg_Simmel	Max_Scheler	1
Georg_Simmel	Max_Weber	4
Georg_Simmel	Walter_Benjamin	1
Georg_Wilhelm_Friedrich_Hegel	Adam_Smith	1
Georg_Wilhelm_Friedrich_Hegel	Alexander_Gottlieb_Baumgarten	1
Georg_Wilhelm_Friedrich_Hegel	Anselm_of_Canterbury	1
Georg_Wilhelm_Friedrich_Hegel	Aristotle	3
Georg_Wilhelm_Friedrich_Hegel	Arthur_Schopenhauer	1
Georg_Wilhelm_Friedrich_Hegel	Baruch_Spinoza	1
Georg_Wilhelm_Friedrich_Hegel	Benedetto_Croce	1
Georg_Wilhelm_Friedrich_Hegel	Bertrand_Russell	2
